PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,search_term,avg_cost
25460506,2015,R01CA132792,2009,2013,2013,2013R01CA132792,363297,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,181648.5
23661285,2013,R01CA132792,2009,2013,2013,2013R01CA132792,363297,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,181648.5
22028792,2011,R01CA133162,2009,2013,2011,2011R01CA133162,337025,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,337025.0
24085788,2013,R01CA133737,2009,2013,2013,2013R01CA133737,295710,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,295710.0
21084750,2010,R01CA134014,2009,2013,2010,2010R01CA134014,358404,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,358404.0
31281894,2019,R01CA134675,2009,2020,2019,2019R01CA134675,374514,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,374514.0
23313630,2013,R01CA134759,2009,2013,2013,2013R01CA134759,307945,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,307945.0
24054399,2014,R01CA134844,2009,2012,2012,2012R01CA134844,341437,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,170718.5
23527092,2013,R01CA134844,2009,2012,2012,2012R01CA134844,341437,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,170718.5
23948230,2013,R01CA136547,2009,2012,2012,2012R01CA136547,554561,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,277280.5
23403007,2013,R01CA136547,2009,2012,2012,2012R01CA136547,554561,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,277280.5
27974697,2017,R01CA136632,2009,2014,2014,2014R01CA136632,604751,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,302375.5
27190628,2016,R01CA136632,2009,2014,2014,2014R01CA136632,604751,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,302375.5
26516195,2016,R01CA136705,2009,2013,2013,2013R01CA136705,341143,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,170571.5
25378643,2014,R01CA136705,2009,2013,2013,2013R01CA136705,341143,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,170571.5
28734176,2017,R01CA136828,2009,2013,2013,2013R01CA136828,340575,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,113525.0
27941004,2017,R01CA136828,2009,2013,2013,2013R01CA136828,340575,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,113525.0
24459675,2013,R01CA136828,2009,2013,2013,2013R01CA136828,340575,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,113525.0
22367213,2012,R01CA136828,2009,2013,2012,2012R01CA136828,367624,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,367624.0
30736355,2019,R01CA136934,2009,2018,2018,2018R01CA136934,357750,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,178875.0
30197788,2018,R01CA136934,2009,2018,2018,2018R01CA136934,357750,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,178875.0
27454296,2016,R01CA136934,2009,2018,2016,2016R01CA136934,374278,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,374278.0
26325031,2015,R01CA136934,2009,2018,2015,2015R01CA136934,378604,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,378604.0
23034721,2013,R01CA137059,2009,2013,2013,2013R01CA137059,314064,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,314064.0
22042955,2011,R01CA137198,2009,2012,2011,2011R01CA137198,269619,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,269619.0
21264227,2011,R01CA138345,2009,2013,2011,2011R01CA138345,346012,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,346012.0
24884733,2014,R01CA138402,2009,2013,2013,2013R01CA138402,320633,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,80158.25
24841535,2014,R01CA138402,2009,2013,2013,2013R01CA138402,320633,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,80158.25
24824351,2014,R01CA138402,2009,2013,2013,2013R01CA138402,320633,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,80158.25
24469818,2014,R01CA138402,2009,2013,2013,2013R01CA138402,320633,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,80158.25
20010170,2009,R01CA138402,2009,2013,2009,2009R01CA138402,374035,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,374035.0
26140236,2015,R01CA138427,2009,2012,2012,2012R01CA138427,264161,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,132080.5
24677374,2014,R01CA138427,2009,2012,2012,2012R01CA138427,264161,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,132080.5
20404277,2010,R01CA138427,2009,2012,2010,2010R01CA138427,286748,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,286748.0
19944979,2010,R01CA138587,2009,2013,2010,2010R01CA138587,389636,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,389636.0
26486587,2015,R01CA138617,2009,2013,2013,2013R01CA138617,305906,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,305906.0
27465528,2016,R01CA138623,2009,2013,2013,2013R01CA138623,300460,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,150230.0
25482400,2015,R01CA138623,2009,2013,2013,2013R01CA138623,300460,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,150230.0
30250823,2018,R01CA138688,2009,2017,2017,2017R01CA138688,342793,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,342793.0
25186600,2014,R01CA138993,2009,2013,2013,2013R01CA138993,316102,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,316102.0
24466562,2013,R01CA140476,2009,2013,2013,2013R01CA140476,295560,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,147780.0
23770010,2013,R01CA140476,2009,2013,2013,2013R01CA140476,295560,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,147780.0
22594972,2012,R01CA140476,2009,2013,2012,2012R01CA140476,319691,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,319691.0
24895110,2015,R01CA140499,2009,2013,2013,2013R01CA140499,275316,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,275316.0
22172721,2011,R01CA140692,2009,2013,2011,2011R01CA140692,372974,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,372974.0
21118964,2010,R01CA140692,2009,2013,2010,2010R01CA140692,396668,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,198334.0
20841481,2010,R01CA140692,2009,2013,2010,2010R01CA140692,396668,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,198334.0
25795705,2015,R01CA140917,2009,2013,2013,2013R01CA140917,291257,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,291257.0
23032741,2012,R01CA140917,2009,2013,2012,2012R01CA140917,317471,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,317471.0
20807806,2010,R01CA140917,2009,2013,2010,2010R01CA140917,358435,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,358435.0
21856769,2011,R03CA141086,2009,2010,2010,2010R03CA141086,91280,R03,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,91280.0
20400704,2010,R21CA132026,2009,2010,2010,2010R21CA132026,257506,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,257506.0
20424114,2010,R21CA137645,2009,2010,2010,2010R21CA137645,431164,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,431164.0
22495387,2012,R21CA137651,2009,2010,2010,2010R21CA137651,192035,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,192035.0
25164014,2014,R21CA137725,2009,2010,2010,2010R21CA137725,224216,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,224216.0
21173223,2011,R21CA139168,2009,2010,2010,2010R21CA139168,214892,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,214892.0
21074068,2010,R21CA141278,2009,2010,2010,2010R21CA141278,220872,R21,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,220872.0
23594731,2013,R41CA137881,2009,2009,2009,2009R41CA137881,185935,R41,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,185935.0
23725603,2013,RC1CA146033,2009,2010,2010,2010RC1CA146033,574221,RC1,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,574221.0
23353989,2013,RC2CA147820,2009,2010,2010,2010RC2CA147820,575800,RC2,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,287900.0
21908576,2011,RC2CA147820,2009,2010,2010,2010RC2CA147820,575800,RC2,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,287900.0
24890220,2014,T32CA138312,2009,2013,2013,2013T32CA138312,425194,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,425194.0
25070852,2014,U01CA137070,2009,2010,2010,2010U01CA137070,403837,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,100959.25
23576742,2013,U01CA137070,2009,2010,2010,2010U01CA137070,403837,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,100959.25
23500145,2013,U01CA137070,2009,2010,2010,2010U01CA137070,403837,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,100959.25
21048669,2010,U01CA137070,2009,2010,2010,2010U01CA137070,403837,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,100959.25
25446897,2014,U01CA141451,2009,2013,2013,2013U01CA141451,547648,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,547648.0
23144496,2012,U01CA141583,2009,2013,2012,2012U01CA141583,796385,U01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,796385.0
24675806,2014,U54CA143837,2009,2014,2014,2014U54CA143837,954631,U54,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,954631.0
23034721,2013,U54CA143837,2009,2014,2013,2013U54CA143837,910371,U54,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,910371.0
23377667,2013,R56CA082529,2009,2009,2009,2009R56CA082529,397384,R56,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,198692.0
19667089,2009,R56CA082529,2009,2009,2009,2009R56CA082529,397384,R56,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,198692.0
24404423,2013,K08CA138916,2010,2013,2013,2013K08CA138916,175232,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,175232.0
23585892,2013,K08CA148821,2010,2012,2012,2012K08CA148821,184464,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,46116.0
23561477,2013,K08CA148821,2010,2012,2012,2012K08CA148821,184464,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,46116.0
23515080,2013,K08CA148821,2010,2012,2012,2012K08CA148821,184464,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,46116.0
23264903,2012,K08CA148821,2010,2012,2012,2012K08CA148821,184464,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,46116.0
21849486,2011,K08CA148821,2010,2012,2011,2011K08CA148821,188276,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,188276.0
27197068,2016,K08CA151682,2010,2014,2014,2014K08CA151682,179852,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,179852.0
29364266,2018,K08CA151893,2010,2014,2014,2014K08CA151893,181570,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,181570.0
23576561,2013,K08CA151893,2010,2014,2013,2013K08CA151893,184514,K08,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,184514.0
30181337,2018,K12CA139160,2010,2020,2018,2018K12CA139160,939731,K12,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,939731.0
30197180,2018,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
29720380,2018,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
29503204,2018,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
29470191,2018,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
28919377,2017,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
28784559,2017,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
28497159,2017,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
28129121,2017,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
25822024,2015,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
25495780,2015,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
25038231,2014,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
24634374,2014,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
24329801,2014,P01CA132681,2010,2014,2014,2014P01CA132681,2964861,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228066.23076923078
23978226,2013,P01CA132681,2010,2014,2013,2013P01CA132681,2928400,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,976133.3333333334
23519018,2013,P01CA132681,2010,2014,2013,2013P01CA132681,2928400,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,976133.3333333334
23438379,2013,P01CA132681,2010,2014,2013,2013P01CA132681,2928400,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,976133.3333333334
22693252,2012,P01CA132681,2010,2014,2012,2012P01CA132681,3170596,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,3170596.0
20842061,2010,P01CA132681,2010,2014,2010,2010P01CA132681,3505223,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,3505223.0
23562272,2013,P01CA140043,2010,2020,2013,2013P01CA140043,1220163,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,1220163.0
29856320,2018,P30CA142543,2010,2020,2018,2018P30CA142543,2729371,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,onlyCAR_T,2729371.0
27852699,2017,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
27760047,2016,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
26976826,2016,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
26900664,2016,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
26369987,2016,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
26169254,2015,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
25355068,2015,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
25212991,2015,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
24667960,2014,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
24329794,2014,P50CA138293,2010,2014,2014,2014P50CA138293,2281331,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,228133.1
23825303,2013,P50CA138293,2010,2014,2013,2013P50CA138293,2189606,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,1094803.0
23620405,2013,P50CA138293,2010,2014,2013,2013P50CA138293,2189606,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,1094803.0
22818942,2012,P50CA138293,2010,2014,2012,2012P50CA138293,2515509,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,2515509.0
21653320,2011,P50CA138293,2010,2014,2011,2011P50CA138293,2439115,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,1219557.5
21237630,2011,P50CA138293,2010,2014,2011,2011P50CA138293,2439115,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,1219557.5
30250823,2018,P50CA142509,2010,2014,2014,2014P50CA142509,2293232,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,573308.0
24884733,2014,P50CA142509,2010,2014,2014,2014P50CA142509,2293232,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,573308.0
24841535,2014,P50CA142509,2010,2014,2014,2014P50CA142509,2293232,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,573308.0
24469818,2014,P50CA142509,2010,2014,2014,2014P50CA142509,2293232,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,573308.0
26968205,2016,R01CA125244,2010,2014,2014,2014R01CA125244,240442,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,120221.0
26330563,2016,R01CA125244,2010,2014,2014,2014R01CA125244,240442,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,120221.0
22748660,2012,R01CA125244,2010,2014,2012,2012R01CA125244,804842,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,402421.0
22347526,2012,R01CA125244,2010,2014,2012,2012R01CA125244,804842,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,onlyCAR_T,402421.0
20946667,2010,R01CA125244,2010,2014,2010,2010R01CA125244,831393,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,415696.5
20879986,2010,R01CA125244,2010,2014,2010,2010R01CA125244,831393,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,415696.5
25904754,2015,R01CA133503,2010,2012,2012,2012R01CA133503,324698,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,324698.0
26910191,2016,R01CA134563,2010,2019,2016,2016R01CA134563,401904,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,200952.0
26477683,2016,R01CA134563,2010,2019,2016,2016R01CA134563,401904,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,200952.0
22798675,2012,R01CA137625,2010,2014,2012,2012R01CA137625,643967,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,643967.0
29894691,2018,R01CA138398,2010,2014,2014,2014R01CA138398,369263,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,73852.6
24884733,2014,R01CA138398,2010,2014,2014,2014R01CA138398,369263,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,73852.6
24841535,2014,R01CA138398,2010,2014,2014,2014R01CA138398,369263,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,73852.6
24824351,2014,R01CA138398,2010,2014,2014,2014R01CA138398,369263,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,73852.6
24469818,2014,R01CA138398,2010,2014,2014,2014R01CA138398,369263,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,73852.6
21656158,2011,R01CA138541,2010,2014,2011,2011R01CA138541,329161,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,329161.0
21717071,2011,R01CA138639,2010,2012,2011,2011R01CA138639,546472,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,546472.0
26404003,2015,R01CA138923,2010,2014,2014,2014R01CA138923,363440,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,363440.0
29129787,2018,R01CA138930,2010,2014,2014,2014R01CA138930,305455,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,101818.33333333333
25205101,2014,R01CA138930,2010,2014,2014,2014R01CA138930,305455,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,101818.33333333333
25164014,2014,R01CA138930,2010,2014,2014,2014R01CA138930,305455,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,101818.33333333333
22798675,2012,R01CA138930,2010,2014,2012,2012R01CA138930,324698,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,324698.0
23308044,2012,R01CA140215,2010,2014,2012,2012R01CA140215,333504,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,333504.0
23282955,2013,R01CA140215,2010,2014,2013,2013R01CA140215,308966,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,308966.0
26457960,2015,R01CA140314,2010,2015,2015,2015R01CA140314,506004,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,506004.0
23846252,2013,R01CA140375,2010,2014,2013,2013R01CA140375,300361,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,300361.0
22215017,2012,R01CA140375,2010,2014,2012,2012R01CA140375,324216,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,324216.0
21760628,2011,R01CA140375,2010,2014,2011,2011R01CA140375,330915,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,330915.0
27196776,2016,R01CA140554,2010,2014,2014,2014R01CA140554,363586,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,363586.0
21248270,2011,R01CA140602,2010,2013,2011,2011R01CA140602,434555,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,217277.5
21158979,2011,R01CA140602,2010,2013,2011,2011R01CA140602,434555,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,217277.5
20693842,2010,R01CA140602,2010,2013,2010,2010R01CA140602,471466,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,235733.0
20338741,2010,R01CA140602,2010,2013,2010,2010R01CA140602,471466,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,235733.0
28649891,2017,R01CA140729,2010,2020,2017,2017R01CA140729,465793,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,465793.0
27045023,2016,R01CA141144,2010,2014,2014,2014R01CA141144,315849,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,78962.25
25979873,2015,R01CA141144,2010,2014,2014,2014R01CA141144,315849,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,78962.25
24919573,2014,R01CA141144,2010,2014,2014,2014R01CA141144,315849,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,78962.25
24778279,2014,R01CA141144,2010,2014,2014,2014R01CA141144,315849,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,78962.25
27849617,2016,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
27246312,2016,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
27482888,2016,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
27163741,2016,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
26484782,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
26330164,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
26030772,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
25829402,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
25711538,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
25591810,2015,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
25566249,2014,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
25002471,2014,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
24833662,2014,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
24714354,2014,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
24675806,2014,R01CA141303,2010,2014,2014,2014R01CA141303,327199,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,onlyCAR_T,19247.0
